CustomerID,Age,Tenure_Months,Monthly_Charges,Total_Charges,Contract_Type,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Paperless_Billing,Payment_Method,Customer_Service_Calls,Churn
CUST00417,50,50,61.21309302627716,6207.403429409983,One year,DSL,Yes,No,No,No,No,No,Yes,Mailed check,6,0
CUST00418,31,7,74.96160437189245,2548.9995036571354,One year,DSL,Yes,No,Yes,No,Yes,No,No,Bank transfer,5,0
CUST00419,38,8,103.05344564048399,1933.1146483187372,Two year,No,Yes,Yes,No,No,Yes,No,No,Electronic check,1,1
CUST00420,65,65,26.871283251826775,3720.0537381033873,Two year,No,Yes,Yes,Yes,No,No,Yes,No,Electronic check,2,0
CUST00421,37,57,62.429688588488816,6272.655840853809,Two year,No,Yes,No,Yes,Yes,Yes,No,Yes,Electronic check,0,0
CUST00422,73,67,28.26176634592687,7685.325499357089,Two year,Fiber optic,No,No,No,No,No,No,Yes,Credit card,9,0
CUST00423,25,59,71.46575865735116,6132.274644045923,Two year,No,Yes,No,No,Yes,No,Yes,Yes,Electronic check,4,0
CUST00424,24,72,109.89008240062354,6856.135181645123,Month-to-month,No,No,Yes,Yes,No,Yes,Yes,Yes,Mailed check,8,1
CUST00425,20,54,98.24849245639379,4864.208018747081,Month-to-month,No,No,Yes,No,Yes,No,No,Yes,Electronic check,5,1
CUST00426,34,67,42.784241754311,6699.721863652794,One year,DSL,No,Yes,No,Yes,Yes,No,No,Credit card,4,0
CUST00427,50,51,117.59908495987925,6296.9247782269995,Month-to-month,DSL,Yes,No,No,No,Yes,Yes,No,Mailed check,2,0
CUST00428,65,8,86.73503980464284,3078.1857812176127,Month-to-month,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Electronic check,4,1
CUST00429,29,34,21.042769939740307,4460.723386753697,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,No,Mailed check,7,1
CUST00430,76,35,45.54134846852195,6457.549663718589,Two year,Fiber optic,No,Yes,No,No,No,Yes,No,Mailed check,1,0
CUST00431,68,32,46.071329991991654,463.84820010065533,One year,DSL,No,Yes,Yes,No,Yes,Yes,No,Credit card,4,0
CUST00432,39,46,26.925430628585993,6483.826330611057,One year,No,No,Yes,No,Yes,No,No,No,Credit card,5,0
CUST00433,72,16,115.9826518075929,1505.316179987285,One year,DSL,No,No,No,Yes,Yes,Yes,Yes,Mailed check,9,1
CUST00434,39,68,67.82552945759238,4166.000575259368,One year,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Electronic check,7,0
CUST00435,63,37,109.5814597371882,6485.375972491907,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,Yes,Credit card,7,1
CUST00436,47,54,52.221550344462834,2105.186517437889,Month-to-month,No,No,No,No,No,No,Yes,No,Mailed check,4,1
CUST00437,55,14,32.523357043282715,2041.8787705186087,Two year,Fiber optic,No,Yes,No,No,No,Yes,No,Bank transfer,8,0
CUST00438,55,55,67.43361099062139,3281.83874785179,One year,No,Yes,No,Yes,No,Yes,No,Yes,Bank transfer,3,0
CUST00439,62,48,31.395663471431718,7167.6781008633125,Month-to-month,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit card,8,1
CUST00440,68,7,68.60155029775399,103.49797335394229,Month-to-month,Fiber optic,Yes,No,No,No,Yes,No,No,Electronic check,6,0
CUST00441,71,7,112.02971812194077,7220.926463471286,Two year,No,No,No,No,Yes,No,Yes,Yes,Bank transfer,5,1
CUST00442,25,33,72.07681418342128,1315.0754946687014,Two year,No,No,Yes,No,No,No,No,Yes,Bank transfer,3,1
CUST00443,44,23,81.64997268950835,7921.682370933108,Two year,DSL,No,Yes,Yes,No,Yes,No,No,Bank transfer,1,0
CUST00444,44,19,35.66384369738083,7643.2912450038975,Month-to-month,No,No,No,No,Yes,Yes,Yes,No,Electronic check,7,1
CUST00445,51,19,24.37356258799695,4007.9339977711384,Month-to-month,No,No,No,Yes,No,No,Yes,Yes,Electronic check,5,1
CUST00446,38,36,31.080796217980705,4150.489957719763,Two year,No,No,Yes,Yes,No,No,Yes,No,Credit card,2,1
CUST00447,47,29,79.85315756843656,3904.239788179249,One year,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Credit card,6,0
CUST00448,50,60,29.501169899230465,5120.004800710229,Two year,Fiber optic,Yes,Yes,No,No,No,Yes,No,Bank transfer,9,1
CUST00449,45,2,57.59928899413114,816.7014476559551,Two year,DSL,No,Yes,No,Yes,No,No,No,Electronic check,6,0
CUST00450,64,1,75.0091940458156,357.68179189837537,Two year,No,No,Yes,No,Yes,Yes,Yes,Yes,Mailed check,5,0
CUST00451,50,47,58.8652798629847,555.853134485601,Two year,No,No,No,Yes,Yes,Yes,Yes,No,Bank transfer,1,1
CUST00452,22,69,36.36838014653015,3610.486259007964,Month-to-month,Fiber optic,No,No,No,Yes,Yes,No,Yes,Credit card,7,0
CUST00453,77,20,47.379130751410656,2276.828719833919,One year,No,No,No,Yes,No,Yes,Yes,No,Electronic check,0,0
CUST00454,78,11,112.8317532848577,5014.112542730851,Two year,Fiber optic,Yes,No,Yes,No,No,No,Yes,Credit card,0,1
CUST00455,65,2,87.59822755863554,7940.294086060754,One year,DSL,Yes,Yes,Yes,No,Yes,Yes,No,Credit card,5,1
CUST00456,36,67,69.60478386798866,3151.953067304081,One year,DSL,No,Yes,Yes,Yes,Yes,No,No,Electronic check,4,0
CUST00457,21,12,21.271488998689353,4633.345907425655,One year,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank transfer,8,0
CUST00458,52,20,119.24154004894702,3383.2707776679504,Two year,No,No,No,Yes,No,No,No,No,Electronic check,6,0
CUST00459,66,5,87.14549348946433,6793.4461750026885,Month-to-month,No,No,Yes,No,No,Yes,No,Yes,Bank transfer,1,0
CUST00460,34,37,51.692247734494494,7227.667587351681,Two year,Fiber optic,No,Yes,Yes,No,No,Yes,No,Credit card,6,1
CUST00461,61,38,107.92686599978381,7031.109336421554,One year,No,Yes,No,No,Yes,Yes,Yes,No,Electronic check,2,0
CUST00462,45,9,45.84316202918181,7797.540685566135,One year,No,Yes,No,Yes,Yes,No,Yes,Yes,Mailed check,0,1
CUST00463,47,53,74.40165791827516,317.4015626092808,Month-to-month,DSL,No,No,No,No,Yes,No,No,Bank transfer,7,1
CUST00464,46,44,83.6070763729825,6734.547680949695,Two year,No,Yes,Yes,No,Yes,No,No,No,Mailed check,2,0
CUST00465,63,24,42.10633714537285,6039.000167008837,One year,DSL,Yes,Yes,No,No,Yes,No,Yes,Bank transfer,7,0
CUST00466,70,30,117.83972788005958,1906.6858342628818,Month-to-month,No,No,No,No,No,No,Yes,No,Electronic check,6,1
CUST00467,23,59,94.81919059789975,7654.928737761467,One year,DSL,Yes,No,Yes,No,No,Yes,Yes,Mailed check,1,1
CUST00468,52,14,75.781322551107,1270.605633016569,Month-to-month,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Electronic check,0,1
CUST00469,77,9,38.05945981753008,5468.444424357876,Month-to-month,DSL,No,No,Yes,No,No,Yes,Yes,Bank transfer,6,1
CUST00470,58,40,25.385820699802615,1876.6327128457085,Two year,Fiber optic,No,Yes,Yes,Yes,No,No,No,Bank transfer,0,0
CUST00471,54,66,52.005983252098346,3507.90712531519,One year,DSL,Yes,No,No,Yes,Yes,Yes,No,Bank transfer,5,0
CUST00472,41,25,95.31873359134028,5781.363185862095,Two year,DSL,No,No,No,No,Yes,Yes,Yes,Bank transfer,9,0
CUST00473,46,22,46.9331298302025,4550.264672061068,One year,DSL,Yes,No,No,Yes,No,No,No,Credit card,9,1
CUST00474,66,4,73.95562204955051,3477.2644674920825,Two year,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer,7,0
CUST00475,63,26,92.79471767307432,2678.073604362699,One year,No,No,Yes,No,No,Yes,Yes,No,Mailed check,6,1
CUST00476,70,58,30.794371464646435,6733.311280099443,Two year,No,No,No,Yes,Yes,Yes,Yes,Yes,Bank transfer,3,1
CUST00477,48,29,88.52980161158733,1236.1333674870284,Month-to-month,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Electronic check,0,1
CUST00478,52,37,29.18708877100447,3497.8127245854203,One year,Fiber optic,Yes,No,No,No,No,Yes,No,Credit card,0,0
CUST00479,77,70,116.51297421269966,7239.684817023623,One year,DSL,No,No,No,No,No,No,Yes,Mailed check,3,1
CUST00480,50,18,68.83941300649396,6782.211448633745,Month-to-month,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Credit card,4,1
CUST00481,69,42,35.06761077098774,3267.439923537069,Two year,DSL,No,Yes,No,No,No,No,No,Credit card,6,0
CUST00482,78,41,54.23836360335465,6128.556072450336,One year,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Credit card,3,1
CUST00483,38,38,61.34164492952615,6602.970562599988,One year,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Electronic check,9,0
CUST00484,49,34,95.81850110765373,7122.210649628675,Two year,Fiber optic,No,No,Yes,Yes,Yes,No,No,Credit card,0,0
CUST00485,40,17,94.34237860766093,4401.595575488901,Month-to-month,No,No,Yes,Yes,No,No,No,Yes,Credit card,9,1
CUST00486,50,37,81.1940505337331,1715.2409998322232,Two year,Fiber optic,No,Yes,Yes,Yes,No,Yes,Yes,Bank transfer,6,0
CUST00487,20,25,30.593071255849296,2116.94170438106,Two year,DSL,No,No,Yes,No,Yes,Yes,Yes,Electronic check,1,0
CUST00488,35,27,35.15693715876736,2435.9879249286732,Two year,DSL,No,No,Yes,No,Yes,No,Yes,Mailed check,1,0
CUST00489,42,57,29.375692064555665,4791.0395983959625,One year,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,Mailed check,7,0
CUST00490,59,31,77.71727832875501,359.1960306160067,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,Yes,Mailed check,9,1
CUST00491,48,6,107.71384415114039,5124.73550336175,Month-to-month,DSL,No,Yes,Yes,No,Yes,No,Yes,Electronic check,9,1
CUST00492,71,40,63.38005122547718,2978.398483583033,Two year,Fiber optic,No,Yes,No,No,No,Yes,Yes,Mailed check,9,1
CUST00493,75,12,36.08481739577462,2432.410239668173,One year,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,4,0
CUST00494,20,53,75.80423251489671,7048.022908752198,Two year,Fiber optic,No,No,Yes,No,No,Yes,Yes,Bank transfer,9,0
CUST00495,57,71,101.17522168657099,3734.0189250883113,One year,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer,1,0
CUST00496,63,10,94.171206151293,850.9190597082729,One year,DSL,No,Yes,Yes,No,Yes,Yes,No,Electronic check,4,0
CUST00497,41,45,108.14507796750213,6631.299467407352,One year,No,Yes,Yes,No,Yes,No,No,Yes,Mailed check,7,1
CUST00498,67,17,47.79020972488678,476.36593374840214,One year,No,Yes,Yes,No,Yes,No,No,Yes,Electronic check,5,0
CUST00499,49,26,39.39538672677749,5841.318870928753,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Electronic check,2,1
CUST00500,64,62,107.98164859419387,6213.859151988255,One year,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit card,7,1
CUST00501,39,46,85.75603127780231,2885.5605868379794,One year,DSL,Yes,No,No,Yes,No,No,Yes,Electronic check,8,0
CUST00502,40,64,51.09289300075542,6615.824064594515,Two year,No,Yes,No,No,No,Yes,Yes,Yes,Credit card,4,0
CUST00503,19,2,94.23480505725092,4173.709306265982,Two year,DSL,No,No,Yes,Yes,No,Yes,No,Bank transfer,1,0
CUST00504,44,54,101.51183844803678,3760.019860855095,Month-to-month,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,No,Credit card,1,0
CUST00505,59,65,81.49782403411324,458.6859236026711,Two year,Fiber optic,No,No,Yes,No,No,No,No,Electronic check,6,1
CUST00506,19,51,88.78841098799151,2391.2306298263566,One year,DSL,No,Yes,Yes,No,Yes,Yes,No,Bank transfer,0,0
CUST00507,43,53,57.52599044426663,7454.978769993869,Two year,No,No,Yes,No,No,Yes,Yes,No,Credit card,9,0
CUST00508,34,36,73.8695667343039,3195.40930993965,Month-to-month,Fiber optic,No,Yes,No,No,Yes,No,Yes,Electronic check,1,1
CUST00509,57,26,72.41591707261622,4418.93411239847,Two year,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Bank transfer,9,1
CUST00510,50,29,104.80477911307719,4302.971263975589,Two year,No,No,Yes,Yes,No,Yes,No,Yes,Credit card,3,1
CUST00511,26,21,103.99639802821825,4764.405609599277,Month-to-month,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic check,0,1
CUST00512,60,11,103.26804693470432,584.5145495819327,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,Yes,Electronic check,3,1
CUST00513,71,40,21.10316142624658,2961.1924129099534,One year,No,No,No,Yes,Yes,No,Yes,No,Mailed check,9,0
CUST00514,65,11,94.95454844688882,5812.713363672178,Two year,No,No,Yes,Yes,No,No,Yes,No,Mailed check,4,0
CUST00515,56,36,95.86763901110048,1684.425983476565,One year,No,No,No,Yes,Yes,No,No,Yes,Credit card,8,1
CUST00516,46,59,87.83788228551418,1708.2691826162475,Two year,DSL,No,No,No,Yes,Yes,Yes,Yes,Credit card,0,1
CUST00517,59,39,95.62646578914526,179.71579284329533,Two year,DSL,No,Yes,Yes,No,No,No,Yes,Credit card,4,0
CUST00518,72,54,104.19703714967088,3556.1072202048567,One year,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,Electronic check,1,0
CUST00519,43,55,67.03190541017857,7073.601607320034,Two year,DSL,No,No,Yes,No,Yes,No,No,Credit card,8,0
CUST00520,52,24,70.20502134884472,510.0174543397412,Two year,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Electronic check,5,0
CUST00521,67,22,32.47140569113905,1609.8378050184208,Two year,No,No,No,Yes,No,No,Yes,No,Credit card,1,1
CUST00522,42,69,58.53758830473618,2549.667852907765,Month-to-month,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Electronic check,2,0
CUST00523,41,56,84.33651799117843,5880.625418857282,One year,Fiber optic,Yes,Yes,Yes,Yes,No,No,No,Electronic check,7,1
CUST00524,30,33,98.03997761472745,5161.021183140434,Month-to-month,No,No,Yes,Yes,Yes,No,No,No,Mailed check,0,0
CUST00525,77,36,41.72090976912105,3385.9568461966546,One year,Fiber optic,No,Yes,No,No,No,No,Yes,Bank transfer,2,1
CUST00526,75,20,33.78228991592354,6096.644620141168,One year,DSL,Yes,No,No,Yes,No,No,No,Electronic check,9,0
CUST00527,24,62,86.30420045004922,4916.084992089525,Two year,DSL,No,Yes,No,Yes,No,No,No,Credit card,0,1
CUST00528,74,26,20.187988352491065,7178.72231729203,One year,DSL,No,No,Yes,No,Yes,Yes,Yes,Mailed check,7,0
CUST00529,53,66,37.83725843073299,6562.4113181956745,Month-to-month,DSL,No,Yes,No,No,Yes,Yes,No,Credit card,0,1
CUST00530,62,40,22.907138034395373,2097.227488104684,Month-to-month,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Credit card,4,0
CUST00531,37,17,36.688511785487094,2244.364763310182,Month-to-month,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,Electronic check,3,0
CUST00532,18,1,38.13192799255052,1090.3161587598465,One year,No,No,Yes,No,Yes,No,Yes,Yes,Electronic check,6,1
CUST00533,25,61,58.76735947503942,2762.0213331679065,Month-to-month,Fiber optic,Yes,No,No,Yes,Yes,No,Yes,Bank transfer,4,0
CUST00534,63,43,60.2327124686556,7996.396957880845,One year,Fiber optic,No,No,Yes,No,Yes,Yes,No,Electronic check,7,0
CUST00535,33,42,107.42624706102377,3305.4342320589817,Month-to-month,Fiber optic,No,No,Yes,Yes,Yes,No,No,Electronic check,0,1
CUST00536,31,25,71.01097124988252,1841.8586340439406,Month-to-month,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Bank transfer,4,1
CUST00537,29,39,92.34047656122863,6123.614787356869,One year,DSL,Yes,No,Yes,No,Yes,No,No,Credit card,3,1
CUST00538,68,35,30.413735792028746,4385.5209273549835,Month-to-month,Fiber optic,No,Yes,Yes,Yes,Yes,No,No,Bank transfer,2,0
CUST00539,40,3,42.543875546369385,1281.851451262925,Two year,No,Yes,No,Yes,Yes,Yes,No,No,Bank transfer,4,0
CUST00540,32,44,90.29434409786768,3107.4484811708394,One year,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer,9,0
CUST00541,45,51,25.280396046852808,3374.310752760812,One year,No,No,Yes,Yes,No,Yes,Yes,Yes,Mailed check,2,0
CUST00542,51,12,68.65976622437532,6055.254634496827,One year,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit card,7,0
CUST00543,19,19,79.93689656629338,263.30381424604525,Two year,Fiber optic,No,Yes,No,Yes,Yes,Yes,No,Mailed check,2,0
CUST00544,49,44,80.2145644052481,2225.2552097066527,One year,No,No,Yes,No,Yes,Yes,No,No,Mailed check,0,0
CUST00545,40,59,22.293281126804203,4189.010780392624,Month-to-month,DSL,Yes,No,Yes,No,Yes,No,Yes,Electronic check,8,0
CUST00546,39,49,52.21080042291855,2223.8892653774624,Month-to-month,No,Yes,No,Yes,Yes,No,No,Yes,Bank transfer,8,1
CUST00547,68,61,83.6490651049154,5064.628974610091,Month-to-month,No,Yes,Yes,Yes,Yes,Yes,No,No,Bank transfer,5,1
CUST00548,42,17,34.89997361492435,3906.753086269471,One year,No,Yes,Yes,Yes,No,Yes,Yes,No,Mailed check,9,0
CUST00549,75,57,89.54156483280532,2957.511013390687,Month-to-month,No,No,No,No,No,Yes,No,No,Electronic check,0,1
CUST00550,79,55,94.59252088136745,7598.748152277047,One year,No,Yes,No,No,No,Yes,Yes,No,Electronic check,7,0
CUST00551,78,47,118.19691904461453,5094.060043573014,Month-to-month,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Electronic check,1,0
CUST00552,39,12,40.98419948564094,1126.5368409167356,Two year,Fiber optic,Yes,No,No,Yes,Yes,No,No,Credit card,8,0
CUST00553,75,62,102.51306676661152,4524.724409802824,Two year,Fiber optic,Yes,No,No,Yes,No,No,No,Mailed check,7,1
CUST00554,75,8,72.0296576918654,6267.781640287118,Two year,Fiber optic,Yes,No,Yes,Yes,No,Yes,Yes,Credit card,2,1
CUST00555,39,21,57.34625961441734,5697.068610193099,Two year,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Electronic check,4,0
CUST00556,66,70,32.23767573251779,1459.504911432549,One year,DSL,Yes,No,Yes,Yes,Yes,No,No,Electronic check,8,0
CUST00557,69,72,93.55056064875376,7782.117992416816,Month-to-month,DSL,No,Yes,Yes,Yes,Yes,No,Yes,Electronic check,0,1
CUST00558,59,25,43.58575991436871,3645.6278013981873,Two year,DSL,Yes,Yes,No,No,Yes,No,No,Bank transfer,8,1
CUST00559,23,12,57.142200187304574,1356.2975295480642,One year,No,Yes,Yes,Yes,No,No,Yes,No,Mailed check,3,1
CUST00560,32,15,26.254222689736842,1523.5464576123686,Two year,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Bank transfer,3,1
CUST00561,71,59,100.13669158195191,876.0564382937359,Two year,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit card,3,0
CUST00562,60,26,96.65885239716434,6447.793056635981,One year,Fiber optic,Yes,No,No,No,No,No,No,Bank transfer,9,1
CUST00563,77,26,93.36158300423125,1064.0409051426043,One year,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Mailed check,8,1
CUST00564,54,47,49.94435104918867,1088.4895314198006,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,Bank transfer,5,0
CUST00565,50,32,37.34800742659573,6818.725756610617,Month-to-month,No,Yes,Yes,No,Yes,Yes,Yes,No,Electronic check,7,0
CUST00566,25,10,83.75532644702298,2822.372267135721,Two year,Fiber optic,No,No,No,Yes,Yes,No,No,Credit card,3,1
CUST00567,70,16,69.61663841132194,343.7774440337723,Two year,No,Yes,No,No,No,Yes,No,Yes,Credit card,2,0
CUST00568,77,71,37.825246690464155,509.97286619544593,Month-to-month,No,No,No,Yes,No,No,Yes,No,Electronic check,0,1
CUST00569,61,17,88.59112710498637,1223.146528960775,Month-to-month,DSL,Yes,No,No,Yes,Yes,No,No,Electronic check,9,0
CUST00570,61,23,119.11264318213037,1785.8074490079473,One year,No,No,No,No,Yes,Yes,No,No,Electronic check,6,1
CUST00571,22,26,94.72195877420377,5354.654934483402,Month-to-month,No,Yes,No,No,No,No,No,Yes,Mailed check,3,0
CUST00572,56,7,93.99863866856118,1342.8776120144432,Month-to-month,DSL,Yes,No,No,Yes,Yes,Yes,No,Bank transfer,7,0
CUST00573,21,14,115.03127529305917,1039.1076902988689,Two year,Fiber optic,Yes,Yes,No,Yes,Yes,No,No,Credit card,2,1
CUST00574,23,7,40.29363675749022,6141.281217662606,Month-to-month,DSL,No,Yes,No,Yes,No,Yes,No,Bank transfer,0,1
CUST00575,62,9,76.55499649214404,5401.336742493324,Two year,DSL,No,No,No,Yes,No,Yes,Yes,Electronic check,4,1
CUST00576,49,48,117.96467150338835,3539.061349496366,Month-to-month,Fiber optic,No,Yes,No,No,Yes,No,No,Electronic check,1,1
CUST00577,69,72,36.52941109701746,4439.547194692821,One year,No,No,Yes,No,Yes,No,Yes,No,Bank transfer,2,0
CUST00578,47,59,90.02519594445211,2564.673760578706,Month-to-month,Fiber optic,Yes,No,Yes,No,No,No,Yes,Credit card,5,1
CUST00579,64,39,78.5810145971902,3911.753319859349,Month-to-month,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Mailed check,2,0
CUST00580,52,18,78.6479092188707,4102.713926963692,Month-to-month,No,Yes,Yes,No,Yes,No,No,No,Bank transfer,2,1
CUST00581,72,59,89.76706275200752,3159.1744423069576,Two year,Fiber optic,No,No,Yes,No,Yes,Yes,No,Electronic check,5,1
CUST00582,57,17,112.96169228756843,7261.920464310086,One year,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Electronic check,4,1
CUST00583,69,14,98.2581939851338,226.88873334994855,Month-to-month,Fiber optic,No,No,No,No,Yes,No,Yes,Mailed check,9,1
CUST00584,33,31,25.613610341621,6279.152978420845,Two year,No,No,No,No,Yes,Yes,No,Yes,Bank transfer,8,1
CUST00585,30,24,105.27280198757113,1082.6243668064621,One year,Fiber optic,No,Yes,No,Yes,No,No,No,Mailed check,0,0
CUST00586,67,60,42.55413299257326,6400.624148243875,Two year,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Mailed check,2,0
CUST00587,77,45,57.6914164736372,4965.704133846098,Two year,No,No,Yes,No,Yes,Yes,Yes,No,Credit card,2,1
CUST00588,59,3,66.17328136123822,6761.896918397579,One year,DSL,Yes,No,No,Yes,Yes,No,No,Credit card,5,1
CUST00589,47,37,68.09060007530697,870.36317256309,Month-to-month,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,7,1
CUST00590,36,43,63.51803992553568,4515.947009388215,Two year,No,No,No,No,No,No,No,No,Bank transfer,2,1
CUST00591,34,40,113.73532942158644,4058.5942540713568,Two year,No,Yes,Yes,Yes,Yes,No,No,Yes,Credit card,2,1
CUST00592,73,55,90.60190076640247,5678.9261454105335,Month-to-month,Fiber optic,No,Yes,No,Yes,No,Yes,Yes,Electronic check,5,0
CUST00593,36,39,83.11706459567063,4320.895359960039,Month-to-month,DSL,No,No,No,No,Yes,Yes,No,Bank transfer,7,0
CUST00594,45,15,24.984202778294154,4371.803080351523,One year,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Electronic check,5,0
CUST00595,75,4,110.39133302603747,3493.807954250911,One year,DSL,Yes,Yes,No,Yes,No,Yes,No,Credit card,9,1
CUST00596,72,25,110.93901920083962,2539.7919496579925,One year,DSL,Yes,No,No,Yes,Yes,No,Yes,Electronic check,2,1
CUST00597,43,13,98.02130634301024,3909.8884538923185,Month-to-month,DSL,No,No,Yes,No,No,Yes,No,Bank transfer,3,1
CUST00598,54,33,20.702920381361917,1036.0896342703645,Two year,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Bank transfer,0,0
CUST00599,43,16,25.728025107762335,7695.95537796637,Two year,Fiber optic,Yes,No,Yes,No,No,Yes,No,Electronic check,7,0
CUST00600,70,42,42.52237022684898,5743.845032650126,One year,No,Yes,Yes,No,Yes,No,Yes,Yes,Bank transfer,3,0
CUST00601,79,66,33.13494081449067,7624.490221833989,Month-to-month,No,No,No,No,No,No,Yes,No,Electronic check,5,1
CUST00602,40,55,59.88360297037295,1891.1463204067097,Two year,No,Yes,No,Yes,No,No,No,Yes,Bank transfer,2,1
CUST00603,26,42,112.26230580877896,7046.794059394571,One year,No,No,No,No,Yes,Yes,Yes,Yes,Electronic check,5,1
CUST00604,29,34,67.20604341969982,6489.440878051953,Two year,No,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,8,0
CUST00605,70,30,21.340262643216562,5449.504058415622,Two year,No,Yes,Yes,Yes,Yes,No,No,Yes,Electronic check,8,0
CUST00606,18,13,48.2745689578762,5037.730570073126,Month-to-month,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,Mailed check,9,0
CUST00607,75,13,24.459490837296155,2600.742355616173,Month-to-month,DSL,No,No,No,Yes,No,No,No,Bank transfer,2,0
CUST00608,75,18,23.628762261350214,6549.645201223742,Two year,No,Yes,No,No,Yes,No,Yes,Yes,Credit card,2,0
CUST00609,18,32,47.571985309555224,4061.972145689897,One year,Fiber optic,No,Yes,Yes,No,No,Yes,No,Electronic check,3,0
CUST00610,64,39,47.56123386789454,660.0434495411544,Month-to-month,No,Yes,No,No,Yes,No,No,No,Mailed check,6,1
CUST00611,51,46,98.7126602601604,2571.618970755527,Two year,No,No,No,No,Yes,No,No,Yes,Credit card,2,1
CUST00612,49,29,117.4834652781112,7488.847078508088,Month-to-month,DSL,No,No,No,Yes,No,No,No,Electronic check,9,0
CUST00613,79,62,57.12070938899983,6820.374058778285,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,No,No,Credit card,7,0
CUST00614,71,62,62.88868788610386,7857.05501480466,Month-to-month,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Mailed check,7,1
CUST00615,65,57,104.47894362860214,5061.147722572375,Two year,No,No,Yes,Yes,Yes,No,Yes,No,Credit card,5,1
CUST00616,42,16,46.81390200955134,2055.3295778092543,One year,No,No,No,No,No,Yes,Yes,Yes,Electronic check,3,1
CUST00617,57,56,35.6381804403448,1386.2388924472239,One year,No,Yes,Yes,No,No,No,Yes,Yes,Credit card,4,0
CUST00618,62,10,105.30896234036504,1576.624080806847,One year,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Credit card,1,0
CUST00619,70,30,24.65005864400655,256.38570094330964,Month-to-month,Fiber optic,No,Yes,No,Yes,Yes,No,No,Electronic check,5,1
CUST00620,18,25,81.96994401994158,3186.3886767889194,Two year,No,No,No,Yes,Yes,Yes,Yes,No,Mailed check,2,1
CUST00621,33,5,76.19928474668068,1612.2786759463859,Month-to-month,No,No,Yes,No,Yes,No,No,No,Mailed check,5,0
CUST00622,78,65,54.59204475016943,3352.078137607949,One year,No,Yes,Yes,Yes,Yes,Yes,No,No,Credit card,4,0
CUST00623,56,49,51.5189521097359,7486.456011526247,One year,Fiber optic,Yes,Yes,No,No,No,No,Yes,Bank transfer,1,0
CUST00624,22,3,97.18577261816213,3501.2676551068007,Two year,No,Yes,No,No,No,No,Yes,Yes,Credit card,4,0
CUST00625,39,45,28.642461076254648,7036.0775261801955,Month-to-month,Fiber optic,Yes,No,No,Yes,No,No,No,Bank transfer,4,1
CUST00626,46,14,43.678430931138536,4883.487656265424,One year,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card,8,0
